,Symbol,Market,Name
2191,570071,KOSPI,TRUE 구리 선물 ETN
2192,570055,KOSPI,TRUE 금 선물 ETN
2193,570051,KOSPI,TRUE 나스닥 100 ETN
2194,570031,KOSPI,TRUE 레버리지 HSCEI ETN(H)
2195,570022,KOSPI,TRUE 레버리지 S&P500 선물 ETN(H)
2196,570072,KOSPI,TRUE 레버리지 구리 선물 ETN
2197,570059,KOSPI,TRUE 레버리지 금 선물 ETN
2198,570043,KOSPI,TRUE 레버리지 나스닥 100 ETN
2199,570065,KOSPI,TRUE 레버리지 베트남 VN30 선물 ETN(H)
2200,570054,KOSPI,TRUE 레버리지 유로스탁스50 ETN(H) B
2201,570061,KOSPI,TRUE 레버리지 은 선물 ETN
2202,570045,KOSPI,TRUE 레버리지 천연가스 선물 ETN(H)
2203,570069,KOSPI,TRUE 레버리지 플래티넘 선물 ETN
2204,570063,KOSPI,TRUE 베트남 VN30 선물 ETN(H)
2205,570077,KOSPI,TRUE 블룸버그 WTI원유 선물 ETN
2206,570078,KOSPI,TRUE 블룸버그 레버리지 WTI원유 선물 ETN
2207,570079,KOSPI,TRUE 블룸버그 인버스 2X WTI원유 선물 ETN
2208,570048,KOSPI,TRUE 유로스탁스50 양매도 5% OTM ETN(H)
2209,570057,KOSPI,TRUE 은 선물 ETN
2210,570032,KOSPI,TRUE 인버스 2X HSCEI ETN(H)
2211,570023,KOSPI,TRUE 인버스 2X S&P500 선물 ETN(H)
2212,570073,KOSPI,TRUE 인버스 2X 구리 선물 ETN
2213,570060,KOSPI,TRUE 인버스 2X 금 선물 ETN
2214,570044,KOSPI,TRUE 인버스 2X 나스닥 100 ETN
2215,570066,KOSPI,TRUE 인버스 2X 베트남 VN30 선물 ETN(H)
2216,570027,KOSPI,TRUE 인버스 2X 유로스탁스50 ETN(H)
2217,570062,KOSPI,TRUE 인버스 2X 은 선물 ETN
2218,570046,KOSPI,TRUE 인버스 2X 천연가스 선물 ETN(H)
2219,570070,KOSPI,TRUE 인버스 2X 플래티넘 선물 ETN
2220,570028,KOSPI,TRUE 인버스 HSCEI ETN(H) B
2221,570056,KOSPI,TRUE 인버스 금 선물 ETN
2222,570042,KOSPI,TRUE 인버스 나스닥 100 ETN
2223,570064,KOSPI,TRUE 인버스 베트남 VN30 선물 ETN(H)
2224,570025,KOSPI,TRUE 인버스 유로스탁스50 ETN(H) B
2225,570058,KOSPI,TRUE 인버스 은 선물 ETN
2226,570053,KOSPI,TRUE 인버스 플래티넘 선물 ETN
2227,570068,KOSPI,TRUE 코스닥 150 ETN
2228,570067,KOSPI,TRUE 코스피 200 ETN
2229,570029,KOSPI,TRUE 코스피 양매도 3% OTM ETN
2230,570019,KOSPI,TRUE 코스피 양매도 5% OTM ETN
2231,570052,KOSPI,TRUE 플래티넘 선물 ETN
2232,246690,KOSDAQ,TS인베스트먼트
2233,317240,KOSDAQ,TS트릴리온
2234,002900,KOSPI,TYM
2235,038340,KOSDAQ,UCI
2236,433250,KOSPI,UNICORN R&D 액티브
2237,422260,KOSPI,VITA MZ소비액티브
2238,073570,KOSDAQ,WI
2239,024070,KOSPI,WISCOM
2240,413930,KOSPI,WOORI AI ESG액티브
2241,426150,KOSPI,WOORI 대한민국국고채액티브
2242,057030,KOSDAQ,YBM넷
2243,037270,KOSPI,YG PLUS
2244,040300,KOSDAQ,YTN
2245,051390,KOSDAQ,YW
2246,052220,KOSDAQ,iMBC
2247,079940,KOSDAQ,가비아
2248,078890,KOSDAQ,가온미디어
2249,000500,KOSPI,가온전선
2250,399720,KOSDAQ,가온칩스
2251,036620,KOSDAQ,감성코퍼레이션
2252,000860,KOSPI,강남제비스코
2253,217730,KOSDAQ,강스템바이오텍
2254,035250,KOSPI,강원랜드
2255,114190,KOSDAQ,강원에너지
2256,094480,KOSDAQ,갤럭시아머니트리
2257,011420,KOSPI,갤럭시아에스엠
2258,039240,KOSDAQ,경남스틸
2259,053950,KOSDAQ,경남제약
2260,002100,KOSPI,경농
2261,009450,KOSPI,경동나비엔
2262,267290,KOSPI,경동도시가스
2263,012320,KOSPI,경동인베스트
2264,011040,KOSDAQ,경동제약
2265,000050,KOSPI,경방
2266,214390,KOSPI,경보제약
2267,012610,KOSPI,경인양행
2268,009140,KOSPI,경인전자
2269,024910,KOSDAQ,경창산업
2270,013580,KOSPI,계룡건설
2271,012200,KOSPI,계양전기
2272,012205,KOSPI,계양전기우
2273,002140,KOSPI,고려산업
2274,198440,KOSDAQ,고려시멘트
2275,049720,KOSDAQ,고려신용정보
2276,010130,KOSPI,고려아연
2277,002240,KOSPI,고려제강
2278,014570,KOSDAQ,고려제약
2279,348150,KOSDAQ,고바이오랩
2280,098460,KOSDAQ,고영
2281,035290,KOSDAQ,골드앤에스
2282,038530,KOSDAQ,골드퍼시픽
2283,900280,KOSDAQ,골든센츄리
2284,215000,KOSDAQ,골프존
2285,121440,KOSDAQ,골프존뉴딘홀딩스
2286,183410,KONEX,골프존데카
2287,366030,KOSDAQ,공구우먼
2288,076340,KONEX,관악산업
2289,009290,KOSPI,광동제약
2290,014200,KOSDAQ,광림
2291,017040,KOSPI,광명전기
2292,029480,KOSDAQ,광무
2293,017900,KOSPI,광전자
2294,037710,KOSPI,광주신세계
2295,026910,KOSDAQ,광진실업
2296,355150,KOSDAQ,교보10호스팩
2297,397880,KOSDAQ,교보11호스팩
2298,421800,KOSDAQ,교보12호스팩
2299,331520,KOSDAQ,교보9호스팩
2300,030610,KOSPI,교보증권
2301,339770,KOSPI,교촌에프앤비
2302,053270,KOSDAQ,구영테크
2303,007690,KOSPI,국도화학
2304,005320,KOSPI,국동
2305,00532219,KOSPI,국동 9WR
2306,001140,KOSPI,국보
2307,066620,KOSDAQ,국보디자인
2308,043650,KOSDAQ,국순당
2309,006050,KOSDAQ,국영지앤엠
2310,060480,KOSDAQ,국일신동
2311,078130,KOSDAQ,국일제지
2312,307750,KOSDAQ,국전약품
2313,002720,KOSPI,국제약품
2314,243870,KONEX,굿센
2315,035080,KOSDAQ,그래디언트
2316,204020,KOSDAQ,그리티
2317,083420,KOSPI,그린케미칼
2318,186230,KOSDAQ,그린플러스
2319,014530,KOSPI,극동유화
2320,900070,KOSDAQ,글로벌에스엠
2321,204620,KOSDAQ,글로벌텍스프리
2322,019660,KOSDAQ,글로본
2323,014280,KOSPI,금강공업
2324,014285,KOSPI,금강공업우
2325,053260,KOSDAQ,금강철강
2326,008870,KOSPI,금비
2327,001570,KOSPI,금양
2328,002990,KOSPI,금호건설
2329,002995,KOSPI,금호건설우
2330,011780,KOSPI,금호석유
2331,011785,KOSPI,금호석유우
2332,214330,KOSPI,금호에이치티
2333,21433218,KOSPI,금호에이치티 1WR
2334,001210,KOSPI,금호전기
2335,00121218,KOSPI,금호전기 31WR
2336,073240,KOSPI,금호타이어
2337,036190,KOSDAQ,금화피에스시
2338,049080,KOSDAQ,기가레인
2339,035460,KOSDAQ,기산텔레콤
2340,092440,KOSPI,기신정기
2341,000270,KOSPI,기아
2342,024110,KOSPI,기업은행
2343,013700,KOSPI,까뮤이앤씨
2344,308100,KOSDAQ,까스텔바작
2345,004540,KOSPI,깨끗한나라
2346,004545,KOSPI,깨끗한나라우
2347,187790,KOSDAQ,나노
2348,286750,KOSDAQ,나노브릭
2349,121600,KOSDAQ,나노신소재
2350,247660,KOSDAQ,나노씨엠에스
2351,039860,KOSDAQ,나노엔텍
2352,091970,KOSDAQ,나노캠텍
2353,244880,KONEX,나눔테크
2354,288490,KONEX,나라소프트
2355,051490,KOSDAQ,나라엠앤디
2356,137080,KOSDAQ,나래나노텍
2357,190510,KOSDAQ,나무가
2358,242040,KOSDAQ,나무기술
2359,089600,KOSDAQ,나스미디어
2360,293580,KOSDAQ,나우IB
2361,257990,KONEX,나우코스
2362,138610,KOSDAQ,나이벡
2363,130580,KOSDAQ,나이스디앤비
2364,036800,KOSDAQ,나이스정보통신
2365,267320,KOSDAQ,나인테크
2366,72501773,KOSPI,나인트리부동산(종A1)
2367,72502773,KOSPI,나인트리부동산(종C-i)
2368,001260,KOSPI,남광토건
2369,008350,KOSPI,남선알미늄
2370,008355,KOSPI,남선알미우
2371,004270,KOSPI,남성
2372,003920,KOSPI,남양유업
2373,003925,KOSPI,남양유업우
2374,025860,KOSPI,남해화학
2375,111710,KOSDAQ,남화산업
2376,091590,KOSDAQ,남화토건
2377,168330,KOSDAQ,내츄럴엔도텍
2378,094860,KOSDAQ,네오리진
2379,253590,KOSDAQ,네오셈
2380,212560,KOSDAQ,네오오토
2381,095660,KOSDAQ,네오위즈
2382,042420,KOSDAQ,네오위즈홀딩스
2383,950220,KOSDAQ,네오이뮨텍
2384,311390,KOSDAQ,네오크레마
2385,085910,KOSDAQ,네오티스
2386,092730,KOSDAQ,네오팜
2387,290660,KOSDAQ,네오펙트
2388,306620,KOSDAQ,네온테크
2389,153460,KOSDAQ,네이블
2390,007390,KOSDAQ,네이처셀
2391,033640,KOSDAQ,네패스
2392,330860,KOSDAQ,네패스아크
2393,005720,KOSPI,넥센
2394,005725,KOSPI,넥센우
2395,002350,KOSPI,넥센타이어
2396,002355,KOSPI,넥센타이어1우B
2397,089140,KOSDAQ,넥스턴바이오
2398,137940,KOSDAQ,넥스트아이
2399,396270,KOSDAQ,넥스트칩
2400,348210,KOSDAQ,넥스틴
2401,225570,KOSDAQ,넥슨게임즈
2402,217270,KOSDAQ,넵튠
2403,251270,KOSPI,넷마블
2404,317860,KONEX,노드메이슨
2405,104620,KOSDAQ,노랑풍선
2406,090350,KOSPI,노루페인트
2407,090355,KOSPI,노루페인트우
2408,000320,KOSPI,노루홀딩스
2409,000325,KOSPI,노루홀딩스우
2410,194700,KOSDAQ,노바렉스
2411,285490,KOSDAQ,노바텍
2412,229500,KONEX,노브메타파마
2413,106520,KOSDAQ,노블엠앤비
2414,376930,KOSDAQ,노을
2415,278650,KOSDAQ,노터스
2416,006280,KOSPI,녹십자
2417,142280,KOSDAQ,녹십자엠에스
2418,234690,KOSDAQ,녹십자웰빙
2419,005250,KOSPI,녹십자홀딩스
2420,005257,KOSPI,녹십자홀딩스2우
2421,065560,KOSDAQ,녹원씨엔아이
2422,004370,KOSPI,농심
2423,072710,KOSPI,농심홀딩스
2424,054050,KOSDAQ,농우바이오
2425,069140,KOSDAQ,누리플랜
2426,040160,KOSDAQ,누리플렉스
2427,332290,KOSDAQ,누보
2428,126870,KOSDAQ,뉴로스
2429,060260,KOSDAQ,뉴보텍
2430,012340,KOSDAQ,뉴인텍
2431,214870,KOSDAQ,뉴지랩파마
2432,270870,KOSDAQ,뉴트리
2433,144960,KOSDAQ,뉴파워프라즈마
2434,085670,KOSDAQ,뉴프렉스
2435,119860,KOSDAQ,다나와
2436,064260,KOSDAQ,다날
2437,093640,KOSDAQ,다믈멀티미디어
2438,340360,KOSDAQ,다보링크
2439,039560,KOSDAQ,다산네트웍스
2440,058730,KOSPI,다스코
2441,298870,KOSDAQ,다올인베스트먼트
2442,030210,KOSPI,다올투자증권
2443,023590,KOSPI,다우기술
2444,032190,KOSDAQ,다우데이타
2445,323350,KONEX,다원넥스뷰
2446,068240,KOSDAQ,다원시스
2447,145210,KOSPI,다이나믹디자인
2448,271850,KONEX,다이오진
2449,019680,KOSPI,대교
2450,019685,KOSPI,대교우B
2451,006370,KOSPI,대구백화점
2452,008060,KOSPI,대덕
2453,00806K,KOSPI,대덕1우
2454,353200,KOSPI,대덕전자
2455,35320K,KOSPI,대덕전자1우
2456,000490,KOSPI,대동
2457,178600,KONEX,대동고려삼
2458,020400,KOSDAQ,대동금속
2459,008830,KOSDAQ,대동기어
2460,048470,KOSDAQ,대동스틸
2461,008110,KOSPI,대동전자
2462,004780,KOSDAQ,대륙제관
2463,005750,KOSPI,대림B&Co
2464,017650,KOSDAQ,대림제지
2465,006570,KOSPI,대림통상
2466,007720,KOSDAQ,대명소노시즌
2467,389260,KOSDAQ,대명에너지
2468,317850,KOSDAQ,대모
2469,290670,KOSDAQ,대보마그네틱
2470,078140,KOSDAQ,대봉엘에스
2471,001680,KOSPI,대상
2472,001685,KOSPI,대상우
2473,084690,KOSPI,대상홀딩스
2474,084695,KOSPI,대상홀딩스우
2475,036480,KOSDAQ,대성미생물
2476,128820,KOSPI,대성산업
2477,117580,KOSPI,대성에너지
2478,025440,KOSDAQ,대성엘텍
2479,027830,KOSDAQ,대성창투
2480,104040,KOSDAQ,대성파인텍
2481,016710,KOSPI,대성홀딩스
2482,510007,KOSPI,대신 2X 니켈선물 ETN(H)
2483,510005,KOSPI,대신 2X 아연선물 ETN(H)
2484,510020,KOSPI,대신 2X 알루미늄 선물 ETN(H)
2485,510017,KOSPI,대신 2X 철광석 선물 ETN(H)
2486,510022,KOSPI,대신 S&P WTI원유 선물 ETN
2487,510023,KOSPI,대신 S&P 인버스 WTI원유 선물 ETN
2488,510011,KOSPI,대신 골드 커버드콜 타겟 5%인컴 ETN(H)
2489,510015,KOSPI,대신 밀 선물 ETN(H)
2490,510014,KOSPI,대신 알루미늄 선물 ETN(H)
2491,510021,KOSPI,대신 인버스 2X 알루미늄 선물 ETN(H)
2492,510006,KOSPI,대신 인버스 니켈선물 ETN(H)
2493,510024,KOSPI,대신 인버스 밀 선물 ETN(H)
2494,510004,KOSPI,대신 인버스 아연선물 ETN(H)
2495,510018,KOSPI,대신 인버스 알루미늄 선물 ETN(H)
2496,510019,KOSPI,대신 인버스 천연가스 선물 ETN(H)
2497,510009,KOSPI,대신 인버스 철광석 선물 ETN(H)
2498,510016,KOSPI,대신 천연가스 선물 ETN(H)
2499,510008,KOSPI,대신 철광석 선물 ETN(H)
2500,434960,KOSPI,대신343 K200
2501,387310,KOSDAQ,대신밸런스제10호스팩
2502,397500,KOSDAQ,대신밸런스제11호스팩
2503,426670,KOSDAQ,대신밸런스제12호스팩
2504,020180,KOSDAQ,대신정보통신
2505,003540,KOSPI,대신증권
2506,003547,KOSPI,대신증권2우B
2507,003545,KOSPI,대신증권우
2508,045390,KOSDAQ,대아티아이
2509,009190,KOSPI,대양금속
2510,108380,KOSDAQ,대양전기공업
2511,006580,KOSDAQ,대양제지
2512,014160,KOSPI,대영포장
2513,047040,KOSPI,대우건설
2514,009320,KOSPI,대우부품
2515,042660,KOSPI,대우조선해양
2516,003090,KOSPI,대웅
2517,069620,KOSPI,대웅제약
2518,007680,KOSDAQ,대원
2519,000430,KOSPI,대원강업
2520,048910,KOSDAQ,대원미디어
2521,005710,KOSDAQ,대원산업
2522,006340,KOSPI,대원전선
2523,006345,KOSPI,대원전선우
2524,003220,KOSPI,대원제약
2525,024890,KOSPI,대원화성
2526,290380,KOSDAQ,대유
2527,002880,KOSPI,대유에이텍
2528,290120,KOSDAQ,대유에이피
2529,2901221A,KOSDAQ,대유에이피 3WR
2530,000300,KOSPI,대유플러스
2531,0003021C,KOSPI,대유플러스 12WR
2532,120240,KOSDAQ,대정화금
2533,003310,KOSDAQ,대주산업
2534,114920,KONEX,대주이엔티
2535,078600,KOSDAQ,대주전자재료
2536,012800,KOSPI,대창
2537,015230,KOSPI,대창단조
2538,096350,KOSDAQ,대창솔루션
2539,140520,KOSDAQ,대창스틸
2540,131220,KOSDAQ,대한과학
2541,010170,KOSDAQ,대한광통신
2542,060900,KOSDAQ,대한그린파워
2543,054670,KOSDAQ,대한뉴팜
2544,001070,KOSPI,대한방직
2545,023910,KOSDAQ,대한약품
2546,006650,KOSPI,대한유화
2547,001440,KOSPI,대한전선
2548,084010,KOSPI,대한제강
2549,001790,KOSPI,대한제당
2550,001795,KOSPI,대한제당우
2551,001130,KOSPI,대한제분
2552,003490,KOSPI,대한항공
2553,003495,KOSPI,대한항공우
2554,005880,KOSPI,대한해운
2555,003830,KOSPI,대한화섬
2556,016090,KOSPI,대현
2557,069460,KOSPI,대호에이엘
2558,021040,KOSDAQ,대호특수강
2559,021045,KOSDAQ,대호특수강우
2560,067080,KOSDAQ,대화제약
2561,298540,KOSDAQ,더네이쳐홀딩스
2562,192080,KOSPI,더블유게임즈
2563,299170,KOSDAQ,더블유에스아이
2564,012510,KOSPI,더존비즈온
2565,302920,KONEX,더콘텐츠온
2566,213420,KOSDAQ,덕산네오룩스
2567,317330,KOSDAQ,덕산테코피아
2568,077360,KOSDAQ,덕산하이메탈
2569,004830,KOSPI,덕성
2570,004835,KOSPI,덕성우
2571,090410,KOSDAQ,덕신하우징
2572,024900,KOSPI,덕양산업
2573,263600,KOSDAQ,덕우전자
2574,194480,KOSDAQ,데브시스터즈
2575,348840,KONEX,데이드림엔터
2576,263800,KOSDAQ,데이타솔루션
2577,199150,KONEX,데이터스트림즈
2578,206560,KOSDAQ,덱스터
2579,261200,KOSDAQ,덴티스
2580,145720,KOSPI,덴티움
2581,227420,KONEX,도부마스크
2582,067990,KOSDAQ,도이치모터스
2583,70101781,KOSPI,도쿄중소형오피스1
2584,002150,KOSPI,도화엔지니어링
2585,006620,KOSDAQ,동구바이오제약
2586,100130,KOSDAQ,동국S&C
2587,005160,KOSDAQ,동국산업
2588,075970,KOSDAQ,동국알앤에스
2589,001230,KOSPI,동국제강
2590,086450,KOSDAQ,동국제약
2591,023450,KOSPI,동남합성
2592,004140,KOSPI,동방
2593,099410,KOSDAQ,동방선기
2594,007590,KOSPI,동방아그로
2595,005960,KOSPI,동부건설
2596,005965,KOSPI,동부건설우
2597,026960,KOSPI,동서
2598,002210,KOSPI,동성제약
2599,102260,KOSPI,동성케미컬
2600,033500,KOSDAQ,동성화인텍
2601,025950,KOSDAQ,동신건설
2602,000640,KOSPI,동아쏘시오홀딩스
2603,170900,KOSPI,동아에스티
2604,088130,KOSDAQ,동아엘텍
2605,028100,KOSPI,동아지질
2606,282690,KOSPI,동아타이어
2607,041930,KOSDAQ,동아화성
2608,001520,KOSPI,동양
2609,001527,KOSPI,동양2우B
2610,084670,KOSPI,동양고속
2611,082640,KOSPI,동양생명
2612,060380,KOSDAQ,동양에스텍
2613,001525,KOSPI,동양우
2614,079960,KOSDAQ,동양이엔피
2615,008970,KOSPI,동양철관
2616,228340,KOSDAQ,동양파일
2617,092780,KOSPI,동양피스톤
2618,088910,KOSDAQ,동우팜투테이블
2619,094170,KOSDAQ,동운아나텍
2620,049770,KOSPI,동원F&B
2621,013120,KOSDAQ,동원개발
2622,018500,KOSPI,동원금속
2623,006040,KOSPI,동원산업
2624,030720,KOSPI,동원수산
2625,014820,KOSPI,동원시스템즈
2626,014825,KOSPI,동원시스템즈우
2627,163560,KOSPI,동일고무벨트
2628,109860,KOSDAQ,동일금속
2629,032960,KOSDAQ,동일기연
2630,004890,KOSPI,동일산업
2631,002690,KOSPI,동일제강
2632,023790,KOSDAQ,동일철강
2633,005290,KOSDAQ,동진쎄미켐
2634,025900,KOSDAQ,동화기업
2635,000020,KOSPI,동화약품
2636,000150,KOSPI,두산
2637,000157,KOSPI,두산2우B
2638,241560,KOSPI,두산밥캣
2639,034020,KOSPI,두산에너빌리티
2640,000155,KOSPI,두산우
2641,131970,KOSDAQ,두산테스나
2642,336260,KOSPI,두산퓨얼셀
2643,33626K,KOSPI,두산퓨얼셀1우
2644,33626L,KOSPI,두산퓨얼셀2우B
2645,016740,KOSPI,두올
2646,073190,KOSDAQ,듀오백
2647,176750,KONEX,듀켐바이오
2648,030350,KOSDAQ,드래곤플라이
2649,203650,KOSDAQ,드림시큐리티
2650,223250,KOSDAQ,드림씨아이에스
2651,060570,KOSDAQ,드림어스컴퍼니
2652,192650,KOSPI,드림텍
2653,217620,KOSDAQ,디딤
2654,016670,KOSDAQ,디모아
2655,187870,KOSDAQ,디바이스이엔지
2656,066670,KOSDAQ,디스플레이텍
2657,024090,KOSPI,디씨엠
2658,003160,KOSPI,디아이
2659,092200,KOSPI,디아이씨
2660,110990,KOSDAQ,디아이티
2661,078590,KOSDAQ,디아크
2662,263690,KOSDAQ,디알젬
2663,214680,KOSDAQ,디알텍
2664,377190,KOSPI,디앤디플랫폼리츠
2665,263720,KOSDAQ,디앤씨미디어
2666,376300,KOSDAQ,디어유
2667,141020,KOSDAQ,디에스앤엘
2668,109740,KOSDAQ,디에스케이
2669,196490,KOSDAQ,디에이테크놀로지
2670,066900,KOSDAQ,디에이피
2671,180400,KOSDAQ,디엑스앤브이엑스
2672,127120,KOSDAQ,디엔에이링크
2673,092070,KOSDAQ,디엔에프
2674,039840,KOSDAQ,디오
2675,013570,KOSPI,디와이
2676,219550,KOSDAQ,디와이디
2677,310870,KOSDAQ,디와이씨
2678,210540,KOSPI,디와이파워
2679,104460,KOSDAQ,디와이피엔에프
2680,079810,KOSDAQ,디이엔티
2681,113810,KOSDAQ,디젠스
2682,043360,KOSDAQ,디지아이
2683,197140,KOSDAQ,디지캡
2684,068930,KOSDAQ,디지털대성
2685,033130,KOSDAQ,디지틀조선
2686,105740,KOSDAQ,디케이락
2687,263020,KOSDAQ,디케이앤디
2688,290550,KOSDAQ,디케이티
2689,187220,KOSDAQ,디티앤씨
2690,163430,KONEX,디피코
2691,131180,KOSDAQ,딜리
2692,315640,KOSDAQ,딥노이드
2693,317120,KOSDAQ,라닉스
2694,042510,KOSDAQ,라온시큐어
2695,232680,KOSDAQ,라온테크
2696,300120,KOSDAQ,라온피플
2697,171120,KOSDAQ,라이온켐텍
2698,069540,KOSDAQ,라이트론
2699,285770,KONEX,라이프사이언스테크놀로지
2700,347700,KOSDAQ,라이프시맨틱스
2701,214260,KOSDAQ,라파스
2702,403360,KONEX,라피치
2703,115390,KOSPI,락앤락
2704,200350,KOSDAQ,래몽래인
2705,171010,KOSDAQ,램테크놀러지
2706,084650,KOSDAQ,랩지노믹스
2707,217500,KOSDAQ,러셀
2708,092590,KONEX,럭스피아
2709,141080,KOSDAQ,레고켐바이오
2710,060300,KOSDAQ,레드로버
2711,038390,KOSDAQ,레드캡투어
2712,294140,KOSDAQ,레몬
2713,228670,KOSDAQ,레이
2714,228850,KOSDAQ,레이언스
2715,412350,KOSDAQ,레이저쎌
2716,281740,KOSDAQ,레이크머티리얼즈
2717,277810,KOSDAQ,레인보우로보틱스
2718,179720,KONEX,렌딩머신
2719,215100,KOSDAQ,로보로보
2720,090360,KOSDAQ,로보스타
2721,238500,KONEX,로보쓰리
2722,108490,KOSDAQ,로보티즈
2723,900260,KOSDAQ,로스웰
2724,223220,KONEX,로지스몬
2725,067730,KOSDAQ,로지시스
2726,071280,KOSDAQ,로체시스템즈
2727,032350,KOSPI,롯데관광개발
2728,089860,KOSPI,롯데렌탈
2729,330590,KOSPI,롯데리츠
2730,000400,KOSPI,롯데손해보험
2731,023530,KOSPI,롯데쇼핑
2732,004000,KOSPI,롯데정밀화학
2733,286940,KOSPI,롯데정보통신
2734,280360,KOSPI,롯데제과
2735,004990,KOSPI,롯데지주
2736,00499K,KOSPI,롯데지주우
2737,005300,KOSPI,롯데칠성
2738,005305,KOSPI,롯데칠성우
2739,011170,KOSPI,롯데케미칼
2740,071840,KOSPI,롯데하이마트
2741,328130,KOSDAQ,루닛
2742,038060,KOSDAQ,루멘스
2743,162120,KONEX,루켄테크놀러지스
2744,253610,KONEX,루트락
2745,085370,KOSDAQ,루트로닉
2746,08537M,KOSDAQ,루트로닉3우C
2747,70102B96,KOSPI,룩셈부르크코어오피스(파생형)(A)
2748,70103B96,KOSPI,룩셈부르크코어오피스(파생형)(C-I)
2749,060240,KOSDAQ,룽투코리아
2750,058470,KOSDAQ,리노공업
2751,039980,KOSDAQ,리노스
2752,019570,KOSDAQ,리더스 기술투자
2753,01957229,KOSDAQ,리더스 기술투자 9WR
2754,016100,KOSDAQ,리더스코스메틱
2755,012700,KOSDAQ,리드코프
2756,302550,KOSDAQ,리메드
2757,377450,KOSDAQ,리파인
2758,277070,KOSDAQ,린드먼아시아
2759,042500,KOSDAQ,링네트
2760,219420,KOSDAQ,링크제니시스
2761,027740,KOSPI,마니커
2762,195500,KOSDAQ,마니커에프앤지
2763,357430,KOSPI,마스턴프리미어리츠
2764,137930,KOSPI,마이다스 200커버드콜5%OTM
2765,403790,KOSPI,마이다스 KoreaStock액티브
2766,222810,KOSDAQ,마이더스AI
2767,305090,KOSDAQ,마이크로디지탈
2768,098120,KOSDAQ,마이크로컨텍솔
2769,147760,KOSDAQ,마이크로프랜드
2770,292340,KOSPI,마이티 200커버드콜ATM레버리지
2771,159800,KOSPI,마이티 코스피100
2772,377480,KOSDAQ,마인즈랩
2773,038290,KOSDAQ,마크로젠
2774,204320,KOSPI,만도
2775,001080,KOSPI,만호제강
2776,267980,KOSDAQ,매일유업
2777,005990,KOSDAQ,매일홀딩스
2778,127160,KOSDAQ,매직마이크로
2779,093520,KOSDAQ,매커스
2780,377030,KOSDAQ,맥스트
2781,088980,KOSPI,맥쿼리인프라
2782,094800,KOSPI,맵스리얼티1
2783,74401777,KOSPI,맵스미국11호
2784,74401BAA,KOSPI,맵스미국16호 종류A
2785,74401769,KOSPI,맵스미국9-2호
2786,100590,KOSDAQ,머큐리
2787,067280,KOSDAQ,멀티캠퍼스
2788,072870,KOSDAQ,메가스터디
2789,215200,KOSDAQ,메가스터디교육
2790,133750,KOSDAQ,메가엠디
2791,235980,KOSDAQ,메드팩토
2792,200580,KONEX,메디쎄이
2793,041920,KOSDAQ,메디아나
2794,233250,KONEX,메디안디노스틱
2795,014100,KOSDAQ,메디앙스
2796,236340,KONEX,메디젠휴먼케어
2797,054180,KOSDAQ,메디콕스
2798,086900,KOSDAQ,메디톡스
2799,078160,KOSDAQ,메디포스트
2800,065650,KOSDAQ,메디프론
2801,610032,KOSPI,메리츠 CSI 300 ETN
2802,610031,KOSPI,메리츠 S&P 유럽탄소배출권 선물 ETN
2803,610030,KOSPI,메리츠 S&P 유럽탄소배출권 선물 ETN(H)
2804,610033,KOSPI,메리츠 STAR 50 ETN
2805,610026,KOSPI,메리츠 구리 선물 ETN(H)
2806,610018,KOSPI,메리츠 국채10년 ETN
2807,610007,KOSPI,메리츠 국채30년 ETN
2808,610011,KOSPI,메리츠 금 선물 ETN(H)
2809,610034,KOSPI,메리츠 대표 농산물 선물 ETN(H)
2810,610005,KOSPI,메리츠 레버리지 KRX300 선물 ETN
2811,610028,KOSPI,메리츠 레버리지 구리 선물 ETN(H)
2812,610019,KOSPI,메리츠 레버리지 국채10년 ETN
2813,610008,KOSPI,메리츠 레버리지 국채30년 ETN
2814,610012,KOSPI,메리츠 레버리지 금 선물 ETN(H)
2815,610035,KOSPI,메리츠 레버리지 대표 농산물 선물 ETN(H)
2816,610023,KOSPI,메리츠 레버리지 미국채10년 ETN(H)
2817,610038,KOSPI,메리츠 레버리지 미국채30년 ETN(H)
2818,610016,KOSPI,메리츠 레버리지 은 선물 ETN(H)
2819,610002,KOSPI,메리츠 레버리지 인플레이션 국채 ETN
2820,610003,KOSPI,메리츠 미국 인플레이션 국채 ETN(H)
2821,610004,KOSPI,메리츠 미국레버리지 인플레이션국채ETN(H)
2822,610022,KOSPI,메리츠 미국채10년 ETN(H)
2823,610037,KOSPI,메리츠 미국채30년 ETN(H)
2824,610041,KOSPI,메리츠 블룸버그 레버리지 WTI선물 ETN(H)
2825,610042,KOSPI,메리츠 블룸버그 인버스 2X WTI선물 ETN(H)
2826,610014,KOSPI,메리츠 은 선물 ETN(H)
2827,610006,KOSPI,메리츠 인버스 2X KRX300 선물 ETN
2828,610029,KOSPI,메리츠 인버스 2X 구리 선물 ETN(H)
2829,610021,KOSPI,메리츠 인버스 2X 국채10년 ETN
2830,610010,KOSPI,메리츠 인버스 2X 국채30년 ETN
2831,610013,KOSPI,메리츠 인버스 2X 금 선물 ETN(H)
2832,610036,KOSPI,메리츠 인버스 2X 대표 농산물 선물 ETN(H)
2833,610025,KOSPI,메리츠 인버스 2X 미국채10년 ETN(H)
2834,610040,KOSPI,메리츠 인버스 2X 미국채30년 ETN(H)
